sentence1,sentence2,label
A little boys is enjoying a blue lollipop. The boy is wearing a baseball cap.,The boy is on his way to church.,0
Two kickboxers are fighting. Two martial artists compete in a tournament.,The judges watch the competitors closely.,1
A man in a black shirt sings into a microphone. The man is part of a band.,Karaoke night is always a blast for the man and his friends.,0
"A black man wearing round sunglasses, a colorful shirt, and blue jeans sitting on the ground. man on coffee break",The man looked toward the outdoor stage in anticipation.,0
One young girl with brown hair is smiling and talking to a young girl with blond-hair. The girls are sisters.,They are twins.,1
A man in colorful orange and yellow clothes listens on a cellphone while crowds of people walk past the building behind him. A man is talking to his boss,The man is ordering flowers over the phone,0
A boy grinds a ledge on his skateboard. Tony Hawk looks to impress the crowd,Many people in the crowd own merchandise signed by the boy.,1
Two people are wading in the water as the sun cascades off of the water. Two people walk through ocean water on a beach as the sun shines overhead.,The water is fresh water.,0
A group of people are gathered in a public area. Several people decided to meet in a public place.,All of the people are running different errands.,0
Two people jumping from a plane and about to release the chute. People are trying to be adventurous.,The plane is catching on fire and passengers have to evacuate.,0
A woman wearing a black top and red skirt is throwing a ball into the air. A woman is playing catch with her son.,The woman has a baseball uniform on.,0
Three children play at a dock. The 3 kids have life jackets on in case on of them falls off the docks.,Their parents forgot to bring their life jackets so couldn't go in the water.,0
a man is behind a cart trying to sell various food items. A street vendor peddles his vegetables,The man is a carrot farmer by trade.,1
Asian high school kids doing an group activity in a circle. The kids are in Japan.,There is a Japanese flag on the flagpole.,1
A boy wearing a red jersey is running in the street. The boy is running away from home.,The boy has a curfew.,1
A black shirtless man holds a knife while standing next to a brick wall. A man is in a city.,A field of cattle is behind the wall.,0
Two large dogs greet other while their owners watch. the dogs talk in their own language,The dogs are sniffing each other's butts.,1
A woman is dancing in a white dress with orange trim while a man stands to the side of her with his hat clutched to his chest with a crowd looking on behind them. A woman is nervous about her performance,The woman dances for a living.,0
People outside the GAP store on a brick walkway while one man in jeans takes a picture. There are tourists outside of a GAP store.,All of the people are holding cameras,1
A tan curly-haired dog jumps in the snow with a stick in its mouth. A dog is retrieving a stick for its owner.,"A man says to the dog 'Good boy Benji, thanks for that!'",1
"skinny dark complected boy, jumping into a vast of water with his nose held so water does n't rush in. a boy jumps into the pool",The water has fish in it.,0
A woman sitting next to her purse watching dogs at the park. woman is video taping dogs in the park,The woman has a book in her hands,0
An african american woman wearing an orange dress with a hood is covering her face with her hand while sitting in a chair. The woman in the orange dress is playing peek-a-boo with her brother's toddler.,The woman's nephew adores her and wishes she could visit more often.,1
A man and a woman standing on a street corner. The two people are a couple.,The couple hold hands as they stand.,1
"Two guys looking at the screen of a tv while one sings,(presumably) and the other plays a set of big wooden drums. The men are professional singers.",A well known band is performing.,1
Boy swinging on a swing set. Boy swinging on a swing set with a slide.,The boy likes to swing during recess.,1
A man sitting and talking on his cell. A man calls his son.,The loads his family contacts before calling.,1
"A young man samples and peddles the wares of a fresh produce stall in possibly a ""farmers market"". Guy purchases items for dinner",The man is selling items from behind a stand,0
A bicycle cop or security guard is riding in front of an Outback Steakhouse. A cop or guard has been hired to do security for Outback Steakhouse.,This is the 20th time the guard has gone past the front of the restaurant.,1
"Two soccer players, one from a team wearing red and the other wearing white, are both going for the soccer ball, while people on the bleachers watch. Two soccer players from opposing teams are both going for the soccer ball while people on the bleachers cheer",The crowd is on their feet waving flags.,1
a woman sitting on a very large rock smiling at the camera with trees in the background. A woman with one leg sitting on a rock with trees in the background.,"She is sitting on her leg, blocking it from view.",0
"Three men, one on a ladder, work on a roof. The men are wearing work clothes.",The workers were hired to reshingle the roof.,1
"A man and woman sit in a restaurant holding books, the woman reading hers and the man looking at the woman. A couple read their favorite books, as the food they have ordered is on its way.",They are sitting on far sides of the room.,0
A Major League Baseball player with the number 22 swings and misses. The Braves' number 22 gets a strike.,There is a large crowd watching,1
A man in a green shirt scowls as he stands on a city street. The man is angry because the store he wanted to go to isn't open.,An open sign is lit up on the nearby store.,0
"Two girls sitting outside by a body of water. Two girls, one white and one black, are sitting by water.",They both have dark skin.,0
Four men sitting around a table with coffee cups conversing. An old group of friends enjoy coffee and reminisce on the past,The men are all smiling and laughing,1
The woman in the gray trench coat walks in front of the cemetery. woman visiting moms grave,The woman visits her mother's grave on the anniversary of her death.,1
A group of bicyclists in a race. The bicyclists are wearing helmets.,The race has a strict mandatory helmet rule.,1
A man wearing a black jacket is playing guitar. A man is playing guitar on a street corner for passerbyes.,There is a hat on the ground and people are tossing money in as they pass.,1
A man wearing a red hat is holding an instrument up to his mouth. A man plays the flute.,The man enjoys being a part of the blues band.,0
A lady wearing a red bandanna and apron is standing in a store that contain many bottles and glasses inside a china cabinet. The lady works at this store.,She is wearing a name tag.,1
Three girls play in the sand. Three girls are at the beach.,They are on a playground at school.,0
A cheerleading squad poses for a picture in front of full bleachers The cheerleader squad take a picture for a yearbook.,The school photographer carefully records each girls name and photo position.,1
People serving themselves food at a buffet at night. Wedding guests help themselves to some food.,The people are dresses in suits and nice dresses.,1
A seagull lands on the water. A bird catching a fish.,The seagull grooms itself.,0
"A man wearing a black water-proof garment is making his way through crops that have recently been watered, pulling a box. A giant man wearing a wetsuit and flippers checks on his seasonal crops.",The man has trouble seeing over the crops.,0
"A dog running and jumping in the mud, with a person walking behind it. The dog is going to the groomers later because he is not allowed in the house being as muddy as he is.",The dog is running towards a pond,0
A man wearing a white tee-shirt is bent over on a mountainside. Someone is looking over the side of a mountain during a hike.,The man looks down the the deep drop.,1
a man in a black shirt is rollerblading past a bench in the city. A man enjoys rollerblading,The man is laughing.,1
The boy in the red shirt is holding a rock. The boy's red shirt says made in china.,The boy's mom just finished making his shirt while on vacation in Washington D.C.,0
Four young girls in green and blue uniforms play soccer together. There are girls playing outside.,The girls are getting muddy.,1
a little girl in a yellow hat is sitting in the grass with her eyes closed and her hand up to her face. The girl is having fun.,The girl is giggling with her friend next to her.,1
A young man with a Mohawk style haircut and surfer shorts stands on a boogie board at the beach. A young man is scared to go into the water.,The man is a professional surfer.,0
The man played guitar in the band. The band was playing at a funeral.,The man is sweaty and out of breath after playing,0
An average man washes the windows of a building. A man is washing windows on the whitehouse,The man has trouble passing a basic background check.,0
A blond woman in a green tank top rides her bicycle in front of an apartment building. The blonde woman rides back and forth in front of the apartment building hoping to see her boyfriend.,The woman is trying to stay in shape for the upcoming marathon.,0
A worker bringing crops to his homeland. A farmer is bringing his harvest home.,The man is carrying bails of hay to the barn.,0
Military men standing with guns. Military men preparing for battle.,The men are out in the field,1
A bride and groom are dancing with each other with their backs turned to one another. A bride and groom have their first dance.,The married couple go towards the cake cutting,0
A person in red shorts riding a bike towards a crowd. An angry person wearing red shorts rides his bike into the crowd.,The person in the red shorts is grinning.,0
Guy running head first focusing on winning. A man wants to win a race,Guy is surging ahead.,1
A woman is standing with both arms in the air and one leg raised while in the ocean. The woman is preparing to dive into deep ocean water.,The woman is a diving teacher.,1
A man in a dark pants lifts his leg while five girls wearing rollerskates gather near him. A coach gives advice to his team.,the man stops to talk and advise them,1
Two Asian workers place wooden pieces on a shelf. The wooden pieces will be on display.,The shelf's in a garbage truck.,0
This man is demonstrating unique dancing. An old man is dancing in a unique fashion.,The young dance instructor learned some new techniques while visiting Europe and Asia.,0
A woman dressed in cosplay outside showing off for the camera. A girl dessed as an anime character is posing for photos,The woman is wearing a dark outfit.,0
A woman is working as a bartender. A woman works at a hotel bar.,A large group of college students parties in the bar,0
A woman talks on the phone at a stadium. A woman is telling her friend about the game,The woman is ordering dinner.,0
"A man wearing a white shirt, gold cross, and a cowboy hat is standing in front of a roller coaster. There is a man at an amusement park",The fair has come to town.,0
A man in a white shirt messing with a ladder. A person preparing a ladder to climb his roof.,The man has a roofing nail gun on his belt,1
A young girl in striped pajamas holding her arms up. The girl is outside in the rain.,The girl is jumping on a bed,0
A man stands looking out to sea on a raised platform between two large columns that hold a huge bell A bellringer warns incoming ships with his large bell.,The man has a telescope in his hands,0
A young boy in a black shirt is raking dirt in a yard. A young boy is helping with the chores.,The boy's mother smiles and thanks the boy for his help.,1
One man is kicking a board out of another man's hand. Two men are fighting with each other,This is a tae kwon do demonstration,0
A child dressed in a princess outfit sleeping. The child sleeping in the princess outfit was a little girl.,The child's parents never exposed the child to society's gender roles.,0
A man with red loudspeaker wearing a shirt with German flag colors. man talking to crowd,The crowd roars in response to his statement.,1
A wet black dog is walking in the sand. A dog is on the beach,There is a cactus behind him.,0
Two rodeo guys in flame shirts and jeans try to subdue a dark brown bull in the rodeo ring. Two cowboys trying to rope in a bull.,They are trying to subdue the bull with dart guns to put it to sleep.,0
A young T-ball player takes a swing as his teammates and some parents watch. A young ball player is enthusiastic and excited about playing sports.,He hits the ball for a homerun.,1
A musician performing during the world event concert held in a local church in the city of angels. A female musician is performing with her whole band.,The musician is part of an all-male folk band.,0
"A group of people and a dog sit in the bleachers of a basketball court, watching another group of people's performance on the court. People are watching a free performance.",The people are all wealthy.,0
The dog on the beach has gotten a hold of something. The dog has a stick in it's mouth.,The dog's owner threw a stick for him.,1
"Two young girls, one blond and the other brunette, jump on a green couch in a bright, sun drenched room. The girls are excited.",Tears are streaming down the girls' faces.,0
Two boys are playing a game. The boys are playing cards.,They are sitting at a table.,1
A woman in a red top with a child in a pink top. A woman is playing with her child,The woman and the child don't talk to each other.,0
Workers wearing reflective vests working near a train car. The workers work for a railroad.,The vests have Southern Pacific written on them.,1
"In the foreground, a man in a striped shirt drinks something from a bottle while behind him stand two women with dark hair and black shirts in front of a crowd in an urban setting. A man and two women are in a band, playing music.",The man and two women are in a crowd facing the stage.,0
Two men stand on a lighted stage outside. Two men stand on a big lighted stage outside.,There are 8 steps from the ground to the stage.,1
A bike rider with a blue backpack peddling across a bridge. A cyclist with a rucksack  riding on a pathway.,The cyclist enjoys a water from their rucksack.,1
A man with a beard in coveralls at a seafood market. A man in coveralls browsing shrimp options at a seafood market.,The man asks the clerk 'Do you have any fresh cod?',0
Three people rest on a ledge above the moutains. The people are adventurous,The people cower away from the edge,0
A man with safety ear covers working on wood. A man working for his job,The man is a carpenter by profession.,1
"A group of people are taking pictures, with one person standing on a plastic storage tub atop a table. A group of tourists take pictures of a crazy person on a table",The person on the table is naked,1
A man standing on the street in a black jacket near a Glasgow trashcan. The man is wearing a biker helmet.,The man doesn't have a bike with him.,0
"A lady with a bandanna, a man with a red hat and man with glasses and a cane sit on a bench while others stand waiting for a train. Commuters waiting for train going to Boston",The people waiting for the train have southern accents.,0
Man boogie boarding on wave. A man is riding a tall wave.,The sea is nearly calm today.,0
A girl in a white top and black shorts is touching a volleyball with both of her arms together. The girl is playing a volleyball game with her friends.,There are equal amounts of people on both sides of the court separated by a net.,1
A person in a wetsuit is in midair while surfing. A person is doing a trick in the ocean.,The person has never gone surfing before.,0
Cheerleaders build a pyramid near the goal-line. Cheerleaders practice on the field before their big day.,The cheerleading coach is giving instructions,1
A little league football game is underway in a suburban neighborhood. The football game has a crowd of parents watching.,The game is during work hours so few parents could attend.,0
A group of people stand next to a wooden windmill swing in which two girls dressed in pink are sitting. The group of people are watching as the girls get their picture taken.,The group is there for a photo shoot for a magazine.,1
A bald headed man in black balances his skateboard on a cement wall and his shadow follows. A man is getting ready to do a kickflip on his skateboard.,People watching mumble to each other 'Wait til you see his next trick',1
Several children inside a gym. The children are playing a game.,The kids are having fun playing duck duck goose,1
Two Asian girls are weaving on large scale hand-operated looms. Two employees working at their weaving jobs.,They have several other finished weaving projects around the room.,1
A woman is helping another woman put a stack of hay on her head. Two women work together to pay for their family.,the women then jump up and throw the hay off then laugh,0
A group of people stand next to a wooden windmill swing in which two girls dressed in pink are sitting. The group of people are watching as the girls get their picture taken.,The photo of the girls will he sent out to all the relatives.,1
A child is eating something very close to the camera while other children sit at a table behind him. a child from school eating at table,The child is too young for school.,0
Woman dancing on the ice. An ice skater is performing on a frozen lake.,The woman is outside.,1
A young boy in a black shirt is raking dirt in a yard. A young boy is helping with the chores.,there is a hole with a box in it the boy is raking dirt over.,0
A young girl sits on the edge of a sink. a girl poses for her mother,Her father is taking too long in the bathroom and she can't wait.,0
A street vendor next to a stall of umbrellas and inflatable animals. A vendor is selling items to customers at the county fair.,The fair buys the items for very little money but sells them for a tidy profit.,1
Several men in construction uniforms are standing together. They are admiring their work.,They are on a front lawn of a house.,1
Three people dance together to prepare for a show Some children are dancing together preparing for a school show,The dancers were all second graders,1
"In front of a decorated Christmas tree, four adults and two children sit or stand amongst gifts, and one of the adults gives a child a drink of water. One of the adults gives a child a drink of water from a sippy cup.",The child is 10 years old.,0
"A man in a brown uniform reaching out from an industrial doorway, as if he is going to shut the door. A UPS driver closing the door.",The man is wearing gloves.,0
The mother with two son are swimming in the sea. the sons are being chased by their mom in the ocean,They are throwing a ball back and forth.,0
A man in a white shirt is sitting on a curb and reading a newspaper. The man is wearing a hat.,There is a large shadow over the newspaper,1
One white man and one african american man sitting at a long table that has colored note cards spread out on it. the two men are playing rummy,the men are talking about melds and sets,1
A couple walks through an open air market. A couple is shopping for food.,The sign above them says Clothing,0
A basketball player jumps to make the basket as an opposing team player jumps to try to block. The basketball player is tall.,The player only needs to jump about 6 inches to touch the rim.,1
"Four individuals walk down a street, with two holding hands and one holding a guitar. Two couples are outside.",The person holding the guitar is playing music for everyone.,0
a dog in a red jacket is running on the grass. A dog is chasing after a ball.,There's a rabbit that's running in front of the dog.,0
A surfer rides his surfboard at the start of a wave. There are several people surfing on big waves.,The surfer worries about colliding with someone else.,1
Young men playing soccer with a green sports field in the background. The college team trains on a sunny day.,The sky is overcast.,0
The man and the woman are sitting at a table in a food court. The man and woman are at a mall.,There is a foot locker behind them.,1
A bearded man looks forward as he drives a car. The cautious man looked forward as he drove the car to prevent a wreck.,He slows down as he notices some ice on the pavement ahead.,1
Two men wrestling in a gym and some people watching them in the background. The men are college students competing against each other.,The men are having fun in the high school gym.,0
A man in a gray shirt sits with several pairs of shoes around him. A man is buying shoes.,The man is next to a wallet,1
Children are running and playing in a water feature. Kids are playing in the water during the summer.,Some of the water is frozen.,0
A man wearing camouflage shorts and a white t-shirt shines the black dress shoes of a man wearing black dress slacks. The man is reading a newspaper while his shoes are shined.,The man is thinking about stock prices.,1
A woman sitting outside in the sun with a jacket over her head and a rainbow umbrella next to her. A woman wearing white shorts sits with a jacket over hear head.,It is summertime,1
"A balding man is waving for the camera as he is seated in a large vehicle with several people dressed in coats, hats and other winter clothing. these people are on their way to go christmas carolling",They each have a songbook in their hands.,1
A male freestyle rock-climber perches half-way up a pitted stone face. A man is trying to speed climb up the mountain.,"The man is taking his time, fully enjoying the view.",0
"Two fencers, one Korean and one American, in an epee bout. Two men fencing.",The fencers are members of a men's fencing club.,1
A team prepares to play football. A team is running laps to warm up to play ball.,The team is in the locker room,0
a girl in a red jacket playing a guitar at a fair or circus. The girl makes her living by playing music.,People around her look annoyed and cover their ears as they walk by.,0
A child jumping into a blue pool in a bathing suit. A child cooling down on a summers day.,The child put on sunblock to keep from getting burned.,1
child sitting on stone wall surrounded by leaves A child sits on a stone wall in Fall.,The leaves are the fall colors.,1
A tan dog with a red collar runs with a yellow toy in its mouth. This dog is running away from his owners.,The dog is running away from its own house.,1
A girl with a pink tiara and pink balloon and a guy laughing. A little girl laughs as her uncle gives her a balloon.,The guy is old enough to be the girl's father.,1
A man is riding a blue scooter through town. The man is ambling slowly on the street.,The man is racing a friend.,0
A man is taking a picture of a woman by a fountain. The couple is taking pictures while on vacation.,The photographer also had a pond at his home studio.,0
Soccer player in blue trying to control the ball while the player in red tries to defend. The blue team has a player who is trying to frustrate the red team's goalie.,The goalie is out of breath from running,1
toddler siting in a swing at the park with a yellow sippy cup. A mother just finished pushing her toddler in a swing.,The toddler doesn't have anyone to push him on the swing.,0
a man with a stick and ball is playing with his dog at the beach A man with a stick and ball using it to play with his dog.,The stick and ball are on the ground,0
Two young asian girls look off into the distance while standing in an urban area. Two asian sisters look into the distance.,Their view is blocked by a wall which Mexico didn't pay for.,0
A man in a yellow shirt and red hat stands up in a crowded stadium. A fan stands during a ballgame.,He shouts 'Go Jets'.,0
Two men digging at a construction sight. Two men digging to check for gas lines.,The men are wearing uniforms and hats with a local companies name on them.,1
An Asian fisherman sits in his boat. An Asian fisherman is fishing for his daily catch.,The fisherman holds a fishing pole in the water over the boat side.,1
A black dog is biting onto a soccer ball on the dirt ground. The dog is outside near the barn.,The dog is surrounded by garden tools.,0
There is an Asian woman standing near baskets full of orange fruits. The woman stood near the baskets that that she was going to purchase.,The woman is trying to pick out which fruits look the ripest.,1
Three women celebrate St Patrick's day by dressing up in green and white on a busy street. the women are having a blast.,The woman on the street are impatient for their bus to arrive.,0
A man jogging on the sidewalk while listening to music. A man jogging on the sidewalk while listening to music is doing it for his health.,The man is on crutches.,0
"An older male, with glasses and gray hair and mustache, posing for a martial arts picture. The man practices martial arts.",The man is in excellent shape,1
A woman and four young boys gather on the porch of a somewhat rundown wooden house. The people are a family.,The boys and the woman look alike.,1
A construction worker pulls a whaler. the worker is wearing a yellow hardhat,Yellow hard cats are standard issue in the company.,1
People looking at fish at an aquarium. A field trip visits an aquarium to look at fish.,The crowd is filled with people dressed in fancy clothing .,0
Two guys with long hair standing in front of a window. the men stand by the window ready for work,The two men are admiring their beautiful hair in the reflection.,0
"A group of people, one woman in pink, stand outside of a building having a conversation. People talk about sports.",the people mention the score and their favorite teams,1
Two people sharing a laugh outdoors. They are laughing at each other,They are pointing at each other.,1
A mother wearing a blue shirt and white shorts carrying her two children in a crowd of people. A mother happily wearing a blue shirt,The mother is frowning.,0
4 men are sitting at a table deep in thought. The men are thinking about their mother.,Two chessboards are on the table between them.,0
An older man dressed like an elevator attendant is standing outside at theme park. There was a gentleman that was dressed ready to work at the hotel.,The man just clocked in..,1
Men are playing a soccer game. Men having a conversation,They are looking at each other with their mouths moving.,1
A man is riding a horse with a many colored bridle. He is riding the horse outside,The man is riding inside of a circus tent.,0
A woman with long dark hair standing in front of a window. The woman is looking in the window.,The woman has her eyes closed.,0
Two men on a couch and two men in chairs have laptops in front of them. A group of men are playing a computer game together.,At least one of the screens has digital playing cards on it.,1
A black dog chewing on a red leash. A dog might be black but is hidden in the grass.,The dog is pulling the owner behind him,0
A snowboarder in a blue and white jacket does a hand plant with their snowboard in the air. The snowboarder is participating in an international competition.,The snowboarder falls.,0
Truck filled with 5 gallons bottles in the back and a man on top looking at them. a truck transports a lot of liquid,A man transports refills for water coolers.,1
a bunch of athletes running in a race. They are all men.,They all pee standing up.,1
A painter is standing on smaller silver ladder and there is another silver ladder close by. A painter is on a ladder while painting a ceiling.,His neck is getting sore from looking up.,1
A man standing near two other people inspecting his arm. The two people are checking out the Man's awesome tattoo.,Several people compare ink in a tattoo parlor.,1
A little boy and a woman dancing. Two people are dancing at a family wedding.,The boy is dancing with his mom at her friend's wedding.,1
A group of men holding shovels and wearing hats are cleaning up a mess on the sidewalk. The men are wearing construction hats and cleaning the horse poop off the sidewalk.,The men are cleaning some crumpled papers off the sidewalk.,0
two girls sit on a large rock. Two sisters pose for a picture on their favorite rock.,They are forming hearts with their hands.,1
two young women in a library wear backpacks while talking to a woman at a booth for RefWorkss cOS. A pair of high school seniors talk to someone about after school plans.,Two high school seniors express interest in working for a tech company like RefWorkss cOS.,1
A man is taking a picture of a woman by a fountain. The couple is taking pictures while on vacation.,She is a well-known model.,0
A blond-hair boy wearing a light blue sweater and light blue shorts walks along a dirt path. A boy is walking up a dirt path with a friend.,"An older man walks in front of him, checking on him every so often.",0
The black and white dog is running through the water. The dog is chasing a ball.,His owner tosses the ball in the water over and over again.,1
A beautiful luncheon reception outdoors Some people are drinking iced tea.,The people are eating but have nothing to drink.,0
A man stands on one leg in a playful pose near a lamp post as a young girl looks on. A man is showing girl how to play a game.,The girl has a camera she is pointing at him.,0
A man in a striped shirt selling green and yellow melon out of the back of a pick up. A farmer wearing his farm's logo shirt is selling fresh fruit throughout the summer harvest season.,The man had purchased the melons at a discount grocery store.,0
"Two dark-haired men are sailing a fishing boat. Two men with dark hair are sailing outside, looking for some bass to catch.",There are no fishing poles or buckets on board.,0
A lady fastens someone's ice skates in the snow. A woman laces her child's skates.,The person whose skates she's lacing looks just like her.,1
People in helmets racing down the street on skateboards. People are on skateboards in a long distance race.,Police are chasing the people on skateboards.,0
A man holding a camera on a beach. The man is wearing shorts.,The mans legs are hidden.,0
Two female military members go through paperwork in an office. Two women organizing papers for a memorial tribute.,Two military women work in a recruiting office.,0
Two young girls standing on an overlook in the mountains. Two young women in the mountains,The girls have reached puberty.,1
An overhead view of an outdoor stand selling clothing and jewelry with two people looking at a stand and a person in an orange shirt kneeling down. Everyone in line likes clothes.,"The clothing isn't very appealing, but the jewelry is quite a bargain.",0
"Two young boys in swimsuits are playing on a beach by the ocean. Two young boys in swimsuits,  playing on a beach by the ocean near sunset",The two boys were warned not to go in the water so soon after eating lunch.,0
Woman in white dress dancing in front of an audience. A dancer performs an interpretive dance at a dance show.,Security guards have to escort the deranged woman off the stage,0
Three people chat on a bus. Three people chat about sports on a bus.,The bus is on its way to a football stadium.,1
A boy who is next to a river smiles tentatively at the camera. a boy is smiling at the camera before he jumps in the river,The boy is wearing a swimsuit.,1
A man in a red and white striped shirt runs a hotdog stand across the street from a pizza parlor. A man is making hundreds of dollars selling hotdogs.,This is the first time the man has stood across the street selling hotdogs.,0
"Two men are staring at each other, wearing country-specific uniforms. Two men wearing country specific uniforms are about to get into an argument.",the men are very patriotic.,1
A young boy jumping barefoot on a trampoline in his grassy backyard. A boy jumps on his brand new trampoline outside in the backyard,The trampoline was just delivered that morning by the store.,1
An Asian bicycling food salesman waits at crosswalk. The food salesman is on a bike en route to a delivery.,The food salesman is on a bike en route to visit his mother.,0
A woman in a green dress is walking on a sidewalk while a man in a red shirt is standing beside a white car with the hood up. Woman wearing all green walks on a sidewalk,the man turns to watch her,1
A woman is standing by a metal fence looking at something. A woman by a fence looking at a dog.,Behind the fence is a large art instillation,0
"A young woman in white throws a football outdoors on a sunny day, with two people, at least one of which is a man wearing red, looking on in the background. The people are at the park.",Their are other families around them.,1
